GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism
TRINITY_DN295224_c1_g2	23.52989589	10.65060282	381.3848397	7.87E-16	6.09E-13	Q05062	TRINITY_DN295224_c1_g2_i1	6.80E-42	Cell division control protein 42 homolog (CDC42Ce)	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; Cdc42 protein signal transduction [GO:0032488]; cell division [GO:0051301]; cell projection assembly [GO:0030031]; endocytosis [GO:0006897]; epithelial tube morphogenesis [GO:0060562]; establishment of mitotic spindle localization [GO:0040001]; establishment of mitotic spindle orientation [GO:0000132]; establishment or maintenance of cell polarity [GO:0007163]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of actin filament-based process [GO:0032970]; regulation of cell shape [GO:0008360]; regulation of Golgi organization [GO:1903358]; Rho protein signal transduction [GO:0007266]	cell cortex [GO:0005938]; cell projection [GO:0042995]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]	GO:0000132; GO:0003924; GO:0005525; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005938; GO:0006897; GO:0007015; GO:0007163; GO:0007266; GO:0008360; GO:0016021; GO:0019901; GO:0030031; GO:0030036; GO:0032488; GO:0032956; GO:0032970; GO:0040001; GO:0042995; GO:0048471; GO:0051301; GO:0055037; GO:0060562; GO:1903358; GO:2000370	reviewed	Caenorhabditis elegans
TRINITY_DN295225_c0_g2	-8.475471583	1.801830611	12.29785364	0.002512799	0.018876486	Q9FHB6	TRINITY_DN295225_c0_g2_i1	4.50E-15	Protein DETOXIFICATION 16 (AtDTX16) (Multidrug and toxic compound extrusion protein 16) (MATE protein 16)	drug transmembrane transport [GO:0006855]; response to nematode [GO:0009624]	integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]	antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0005774; GO:0006855; GO:0009624; GO:0015297; GO:0016021; GO:0042910	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN295225_c1_g1	-9.923597695	5.618826503	21.86928715	0.000103923	0.001291729	Q9FHB6	TRINITY_DN295225_c1_g1_i1	1.00E-41	Protein DETOXIFICATION 16 (AtDTX16) (Multidrug and toxic compound extrusion protein 16) (MATE protein 16)	drug transmembrane transport [GO:0006855]; response to nematode [GO:0009624]	integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]	antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0005774; GO:0006855; GO:0009624; GO:0015297; GO:0016021; GO:0042910	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN295268_c2_g1	-3.171286164	8.736290784	16.58567487	0.000468679	0.004561518	B9DFI7	TRINITY_DN295268_c2_g1_i1	1.60E-124	Probable methyltransferase PMT2 (EC 2.1.1.-)		endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; trans-Golgi network [GO:0005802]	methyltransferase activity [GO:0008168]	GO:0000139; GO:0005768; GO:0005794; GO:0005802; GO:0008168; GO:0016020; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN295269_c0_g3	20.66408315	6.333026529	112.0750364	6.54E-09	1.73E-07	Q0KHQ5	TRINITY_DN295269_c0_g3_i1	2.60E-11	Serine/threonine-protein kinase Tao (EC 2.7.11.1)	activation of MAPKK activity [GO:0000186]; activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; central complex development [GO:0048036]; intestinal stem cell homeostasis [GO:0036335]; mushroom body development [GO:0016319]; negative regulation of organ growth [GO:0046621]; ovarian follicle cell development [GO:0030707]; positive regulation of endocytosis [GO:0045807]; positive regulation of hippo signaling [GO:0035332]; protein phosphorylation [GO:0006468]; response to cocaine [GO:0042220]; response to ethanol [GO:0045471]; response to nicotine [GO:0035094]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]; tissue homeostasis [GO:0001894]	axon [GO:0030424]; basal part of cell [GO:0045178]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; spindle [GO:0005819]	ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	GO:0000186; GO:0001894; GO:0004672; GO:0004674; GO:0004709; GO:0005524; GO:0005634; GO:0005737; GO:0005819; GO:0005874; GO:0005886; GO:0005938; GO:0006468; GO:0006915; GO:0016020; GO:0016319; GO:0023014; GO:0030424; GO:0030707; GO:0031098; GO:0032147; GO:0035094; GO:0035332; GO:0036335; GO:0042220; GO:0043204; GO:0045178; GO:0045471; GO:0045807; GO:0046621; GO:0048036	reviewed	Drosophila melanogaster (Fruit fly)
TRINITY_DN295269_c0_g4	14.44433914	3.450468796	36.67207223	1.27E-05	0.000191527	Q55FT4	TRINITY_DN295269_c0_g4_i1	3.70E-13	Probable serine/threonine-protein kinase tsuA (EC 2.7.11.1) (Tsunami)	chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; establishment of cell polarity [GO:0030010]; negative regulation of actin filament polymerization [GO:0030837]; positive regulation of hh target transcription factor activity [GO:0007228]; protein phosphorylation [GO:0006468]; regulation of aggregation involved in sorocarp development [GO:0060176]; regulation of pseudopodium assembly [GO:0031272]	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005737; GO:0005881; GO:0006468; GO:0007228; GO:0030010; GO:0030837; GO:0031272; GO:0043326; GO:0043327; GO:0060176	reviewed	Dictyostelium discoideum (Slime mold)
TRINITY_DN295269_c0_g5	15.13833483	3.959811517	40.95269325	6.54E-06	0.000104316	Q55FS2	TRINITY_DN295269_c0_g5_i1	7.60E-11	Serine/threonine-protein kinase 4 homolog B (EC 2.7.11.1) (Kinase responsive to stress B) (STE20-like kinase krsB)	activation of protein kinase activity [GO:0032147]; aggregation involved in sorocarp development [GO:0031152]; cell motility [GO:0048870]; chemotaxis to cAMP [GO:0043327]; negative regulation of cell-substrate adhesion [GO:0010812]; programmed cell death [GO:0012501]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007165; GO:0010812; GO:0012501; GO:0023014; GO:0031098; GO:0031152; GO:0032147; GO:0043327; GO:0046777; GO:0046872; GO:0048870	reviewed	Dictyostelium discoideum (Slime mold)
TRINITY_DN295269_c0_g6	9.353526555	1.86038164	15.95605072	0.000935266	0.008317954	P25341	TRINITY_DN295269_c0_g6_i2	2.60E-08	Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2)	phospholipid translocation [GO:0045332]; protein phosphorylation [GO:0006468]; response to pheromone triggering conjugation with cellular fusion [GO:0000749]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	GO:0000749; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0045332	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN295270_c0_g1	-4.761643237	6.948520502	14.92942487	0.000786836	0.007183653	Q8K2V6	TRINITY_DN295270_c0_g1_i2	1.30E-104	Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	protein import into nucleus [GO:0006606]; ribosomal protein import into nucleus [GO:0006610]	cytosol [GO:0005829]; fibrillar center [GO:0001650]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]	nuclear import signal receptor activity [GO:0061608]; Ran GTPase binding [GO:0008536]	GO:0001650; GO:0005634; GO:0005635; GO:0005829; GO:0006606; GO:0006610; GO:0008536; GO:0061608	reviewed	Mus musculus (Mouse)
TRINITY_DN296278_c0_g3	19.73683602	7.848555912	179.3379035	2.35E-12	9.97E-11	Q9I0K9	TRINITY_DN296278_c0_g3_i1	1.60E-128	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	cytosol [GO:0005829]	"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]"	GO:0004018; GO:0005829; GO:0006189; GO:0044208; GO:0070626	reviewed	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)
TRINITY_DN296278_c0_g4	12.77256347	2.804129522	26.95227679	7.31E-05	0.000927324	P0AB90	TRINITY_DN296278_c0_g4_i1	8.20E-64	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]		"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]"	GO:0004018; GO:0006189; GO:0044208; GO:0070626	reviewed	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
TRINITY_DN296278_c0_g5	22.38349408	7.362704785	177.2895056	1.97E-10	6.48E-09	Q54J34	TRINITY_DN296278_c0_g5_i1	2.60E-129	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleotide biosynthetic process [GO:0006164]		"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]"	GO:0004018; GO:0006164; GO:0006189; GO:0044208; GO:0070626	reviewed	Dictyostelium discoideum (Slime mold)
TRINITY_DN296362_c0_g1	-2.934342638	8.870157073	13.58228843	0.00122234	0.010336458	Q9FIN7	TRINITY_DN296362_c0_g1_i1	1.70E-300	MAG2-interacting protein 2	"protein maturation [GO:0051604]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vacuolar protein processing [GO:0006624]"	endoplasmic reticulum membrane [GO:0005789]; vacuole [GO:0005773]		GO:0005773; GO:0005789; GO:0006624; GO:0006890; GO:0015031; GO:0051604	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296362_c0_g2	-14.40548214	5.054849564	36.24156106	5.61E-06	9.24E-05	Q6NVM6	TRINITY_DN296362_c0_g2_i5	3.50E-57	Nucleolar protein 10	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]"	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		GO:0000462; GO:0005730; GO:0032040	reviewed	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
TRINITY_DN296362_c0_g5	-8.533570732	7.299335245	43.55659794	9.77E-07	1.76E-05	Q8LF21	TRINITY_DN296362_c0_g5_i1	4.80E-281	Dynamin-related protein 1C (Dynamin-like protein 5) (Dynamin-like protein C) (Dynamin-like protein DLP1)	cell cycle [GO:0007049]; cell division [GO:0051301]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]; pollen maturation [GO:0010152]	cell cortex [GO:0005938]; cell plate [GO:0009504]; cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]; phragmoplast [GO:0009524]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017]	GO:0000266; GO:0003924; GO:0005525; GO:0005737; GO:0005874; GO:0005886; GO:0005938; GO:0007005; GO:0007049; GO:0008017; GO:0009504; GO:0009506; GO:0009524; GO:0010152; GO:0016020; GO:0051301	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296376_c0_g1	-11.62297475	3.642558904	20.41747797	0.00020877	0.002324257	A5AEC8	TRINITY_DN296376_c0_g1_i4	1.40E-87	"Arginine biosynthesis bifunctional protein ArgJ, chloroplastic [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]"	arginine biosynthetic process [GO:0006526]	chloroplast stroma [GO:0009570]	acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; glutamate N-acetyltransferase activity [GO:0004358]; methione N-acyltransferase activity [GO:0103045]	GO:0004042; GO:0004358; GO:0006526; GO:0009570; GO:0103045	reviewed	Vitis vinifera (Grape)
TRINITY_DN296377_c0_g1	17.99124107	5.040340857	63.36086908	3.86E-07	7.51E-06	Q0DXS3	TRINITY_DN296377_c0_g1_i2	1.70E-79	Probable RNA-dependent RNA polymerase 1 (OsRDR1) (EC 2.7.7.48)	positive regulation of posttranscriptional gene silencing [GO:0060148]; production of siRNA involved in chromatin silencing by small RNA [GO:0070919]; production of siRNA involved in RNA interference [GO:0030422]; response to salicylic acid [GO:0009751]; response to virus [GO:0009615]; wax biosynthetic process [GO:0010025]	nuclear RNA-directed RNA polymerase complex [GO:0031380]; nucleus [GO:0005634]	RNA binding [GO:0003723]; RNA-directed 5'-3' RNA polymerase activity [GO:0003968]	GO:0003723; GO:0003968; GO:0005634; GO:0009615; GO:0009751; GO:0010025; GO:0030422; GO:0031380; GO:0060148; GO:0070919	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN296379_c5_g1	2.415321601	10.81119475	14.20474119	0.000994999	0.008699801	P34909	TRINITY_DN296379_c5_g1_i1	5.40E-11	General negative regulator of transcription subunit 4 (Modulator of transcription 2)	deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; proteasomal protein catabolic process [GO:0010498]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; ubiquitin-protein transferase activity [GO:0004842]	GO:0000209; GO:0003723; GO:0004842; GO:0005634; GO:0005737; GO:0010498; GO:0016567; GO:0030014; GO:0030015; GO:0031087; GO:0032968; GO:0046872	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN296706_c2_g1	-3.4919577	7.394107542	9.422667735	0.005418021	0.034082878	Q8L7N4	TRINITY_DN296706_c2_g1_i2	1.40E-70	E3 ubiquitin-protein ligase SP1 (EC 2.3.2.27) (DIAP1-like protein 1) (Protein SUPPRESSOR OF PPI1 LOCUS 1) (RING-type E3 ubiquitin transferase SP1)	organelle organization [GO:0006996]; regulation of protein import into chloroplast stroma [GO:1904215]	chloroplast outer membrane [GO:0009707]; integral component of membrane [GO:0016021]	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0006996; GO:0009707; GO:0016021; GO:0046872; GO:1904215	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296757_c3_g1	-2.015335813	9.034766392	8.243043351	0.008624765	0.049524395	P50287	TRINITY_DN296757_c3_g1_i1	1.80E-61	Isoaspartyl peptidase/L-asparaginase 1 (EC 3.4.19.5) (L-asparagine amidohydrolase 1) [Cleaved into: Isoaspartyl peptidase/L-asparaginase 1 subunit alpha; Isoaspartyl peptidase/L-asparaginase 1 subunit beta]	asparagine catabolic process via L-aspartate [GO:0033345]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	asparaginase activity [GO:0004067]; beta-aspartyl-peptidase activity [GO:0008798]	GO:0004067; GO:0005737; GO:0005829; GO:0008798; GO:0033345	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296758_c2_g1	-4.674421122	7.772814557	19.1279854	0.000221297	0.002420193	Q6Z844	TRINITY_DN296758_c2_g1_i1	1.80E-17	Coatomer subunit zeta-2 (Non-clathrin coat protein zeta2-COP) (Zeta-2-coat protein) (Zeta-COP 2)	"intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]"	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]		GO:0000139; GO:0006886; GO:0006890; GO:0006891; GO:0030126	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN296758_c2_g5	6.057082783	11.4868287	61.4107997	6.04E-08	1.39E-06	P47927	TRINITY_DN296758_c2_g5_i2	1.30E-60	Floral homeotic protein APETALA 2	cell differentiation [GO:0030154]; flower development [GO:0009908]; meristem maintenance [GO:0010073]; plant ovule development [GO:0048481]; seed development [GO:0048316]; specification of floral organ identity [GO:0010093]	nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634; GO:0009908; GO:0010073; GO:0010093; GO:0030154; GO:0048316; GO:0048481	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296759_c4_g1	12.39731974	4.067218591	18.88425675	0.000237287	0.002523726	P02556	TRINITY_DN296759_c4_g1_i2	9.70E-14	Tubulin beta chain (Beta-tubulin) (Fragment)	microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; microtubule [GO:0005874]	GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]	GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	reviewed	Lytechinus pictus (Painted sea urchin)
TRINITY_DN296771_c4_g2	11.11570629	2.227957151	12.69002155	0.002391325	0.018184649	P27165	TRINITY_DN296771_c4_g2_i1	1.00E-14	Calmodulin (CaM)	calcium-mediated signaling [GO:0019722]		calcium ion binding [GO:0005509]	GO:0005509; GO:0019722	reviewed	Phytophthora infestans (Potato late blight fungus) (Botrytis infestans)
TRINITY_DN296781_c0_g1	-5.852416819	8.209179052	30.12051442	1.39E-05	0.000206516	Q5M755	TRINITY_DN296781_c0_g1_i1	3.30E-08	"Fibrillin-5, chloroplastic (Plastid-lipid-associated protein 7)"	plastoquinone biosynthetic process [GO:0010236]	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]		GO:0009507; GO:0009570; GO:0010236	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296783_c0_g1	-4.065574129	9.235356015	19.00476121	0.000229229	0.00246342	Q93ZB6	TRINITY_DN296783_c0_g1_i1	5.30E-167	"Uroporphyrinogen decarboxylase 1, chloroplastic (UPD1) (URO-D1) (EC 4.1.1.37)"	chlorophyll biosynthetic process [GO:0015995]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]; response to cadmium ion [GO:0046686]	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]	uroporphyrinogen decarboxylase activity [GO:0004853]	GO:0004853; GO:0005829; GO:0006782; GO:0006783; GO:0009507; GO:0009570; GO:0015995; GO:0046686	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296786_c0_g1	-8.704040398	6.2021687	20.90154972	0.000134916	0.001600592	Q39079	TRINITY_DN296786_c0_g1_i1	2.20E-50	Chaperone protein dnaJ 13 (AtDjB13) (AtJ13)	response to very low light intensity stimulus [GO:0055122]; vegetative to reproductive phase transition of meristem [GO:0010228]	integral component of membrane [GO:0016021]; plastid [GO:0009536]		GO:0009536; GO:0010228; GO:0016021; GO:0055122	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296786_c0_g3	4.993462226	12.90302703	44.89450195	7.73E-07	1.42E-05	Q39079	TRINITY_DN296786_c0_g3_i6	1.90E-08	Chaperone protein dnaJ 13 (AtDjB13) (AtJ13)	response to very low light intensity stimulus [GO:0055122]; vegetative to reproductive phase transition of meristem [GO:0010228]	integral component of membrane [GO:0016021]; plastid [GO:0009536]		GO:0009536; GO:0010228; GO:0016021; GO:0055122	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN296791_c0_g1	-10.20166425	7.016333	47.73165155	4.78E-07	9.14E-06	Q9FUZ0	TRINITY_DN296791_c0_g1_i1	1.40E-81	"Peptide deformylase 1A, chloroplastic (PDF 1A) (EC 3.5.1.88) (Polypeptide deformylase)"	co-translational protein modification [GO:0043686]; N-terminal protein amino acid modification [GO:0031365]; peptidyl-methionine modification [GO:0018206]; translation [GO:0006412]	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; mitochondrion [GO:0005739]; plant-type cell wall [GO:0009505]	metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586]	GO:0005739; GO:0006412; GO:0009505; GO:0009507; GO:0009570; GO:0018206; GO:0031365; GO:0042586; GO:0043686; GO:0046872	reviewed	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
